49854172636 0 0 58 0 0
49857039459 0 0 57 0 0
49861531907 0 0 57 0 0
49865014772 0 0 57 0 0
49869119303 0 0 57 0 0
49876157324 0 0 57 0 0
49877289407 0 0 57 0 0
49881416386 0 0 57 0 0
49885017740 0 0 57 0 0
49888984303 0 0 57 0 0
49893854824 0 0 58 0 0
49897030344 0 0 58 0 0
49901271178 0 0 58 0 0
49905017740 0 0 58 0 0
49909099615 0 0 58 0 0
49913731907 0 0 58 0 0
49916986647 0 0 58 0 0
49921089459 0 0 58 0 0
49926012480 0 0 58 0 0
49929024251 0 0 58 0 0
49933493886 0 0 58 0 0
49936968053 0 0 54 0 0
49940974147 0 0 54 0 0
49945887740 0 0 54 0 0
49949031647 0 0 59 0 0
49953307636 0 0 59 0 0
49958233053 0 0 56 0 0
49961086334 0 0 56 0 0
49965750449 0 0 56 0 0
49968961699 0 0 60 0 0
49973156542 0 0 60 0 0
49978191907 0 0 60 0 0
49981038001 0 0 63 0 0
49985543938 0 0 63 0 0
49988995292 0 0 63 0 0
49993011178 0 0 56 0 0
49997996490 0 0 56 0 0
50001050136 0 0 56 0 0
50005399199 0 0 53 0 0
50008983886 0 0 53 0 0
50012958313 0 0 53 0 0
50017788053 0 0 56 0 0
50020971542 0 0 56 0 0
50025218938 0 0 55 0 0
50028955761 0 0 55 0 0
50032988417 0 0 55 0 0
50037639876 0 0 52 0 0
50040954667 0 0 52 0 0
50045109563 0 0 52 0 0
50050187897 0 0 54 0 0
50052970709 0 0 54 0 0
50057472688 0 0 54 0 0
50061083834 0 0 55 0 0
50064997324 0 0 55 0 0
50069875188 0 0 55 0 0
50073044407 0 0 56 0 0
50077333938 0 0 56 0 0
50082280553 0 0 55 0 0
50085046074 0 0 55 0 0
50089730605 0 0 55 0 0
50092991126 0 0 52 0 0
50097193521 0 0 52 0 0
50102171959 0 0 52 0 0
50105048678 0 0 58 0 0
50109572011 0 0 58 0 0
50112968834 0 0 58 0 0
50117206594 0 0 56 0 0
50122046959 0 0 56 0 0
50125035761 0 0 56 0 0
50129511334 0 0 55 0 0
